owner,old_balance,new_allocation
ETGitphAfFHhZ8hG752MURh4nziYGFAaQw3APrYYodEE,11163803802,374130177
AnnJ8GDbb8dUhct15BTimJzW8rxhGTddcz4BMiGWeWr9,11159368424,373981536
cS9cEMigLsUpTBBgcPgFKia4swsgP8SoTnfgvarA6gX,11123770359,372788545
2Guy2Y6xRbL1kegnAt7uCBYRPR4Sr9XWGxqpk8XtEoff,11032277861,369722377
28x5EQQdR6zCdb3oQyFRAr6sJ1dfxBPPBUueAgLRdrHS,11019819475,369304861
DBMJXTfETTzn1W4qhdQvcqURs5ccvHm34niw5dv3HUyG,10969444087,367616642
EhiB2FmgEVWVvBPPBmY44QuoDzd64ACDjzCGY2H9egHf,10863020817,364050101
G4K4AL1xcRXAiKFpdAJoipF2b8jC9rMFSzHnUxPcvBHa,10828237322,362884410
DniBPWKC9xcmQyPTQ1Y9Z2rAz5EKBgdHHAQn1JWFmD5y,10596892343,355131395
E5Q7Kr5yW7ZQyy56aPFAR2b55GMpnBY7G4sj313GK3GA,10406964142,348766371
9wRxueYPj955GRV9tLjFMdnLbSemhWbkrj8YiEeJ2VQt,10304527172,345333423
8mLZWoV2xwfRcd7ZJwJSQuLA9qBq5s86kdUfEkPtpvHh,10099557899,338464331
AZk7px53iZ4JjLm4639u3cRXkXXev7BuPefKbR7vnkku,10084514420,337960182
J6yd7C9uShpHFh5ziWt9CrvchUGaGAjKEzcGzELysjUq,10030065704,336135454
FQT7ZRgq5H8WWqYcWbqYQc5iRBgUVSG3P8nDSZWLWDKs,10000754336,335153149
G1QbP9Rj83TyobgiKoTBGv1s1sNtUaDG6uR38fMbmDQh,10000056292,335129755
7vHVKpH2VJ3WaTJyG12cbkgW5A9rbrctcYGCqS1RVM5z,10000000000,335127869
ELNoQ5dweh77hoV1j7rEQUmu1nsRke28r6KKpmroNzCV,9977726686,334381428
8Mm2nzAyMigfz7t9gpiV8s3QVQgM2yYZsU1Hoxr8vS8T,9935568003,332968573
4ep8sF8rB7kUMSLtgmUacVnhYJygMa5gG4WFpUu85fkS,9897967177,331708464
2cTtCSCFqQSSLkGiBKraDopyiEao7S2DErbX92BRQpx3,9885334249,331285100
EMH99YZbPNRitJvq8hPxcubwffuznKCRtyZSJQN6ycxZ,9719427422,325725100
EZUHmvjDmHgHuyaKs3tt4c75m7sGkjMHHttjw9UhdgZ6,9696365757,324952239
EX8hByCRq13wiLV3TXPKSvLpLMs6zbCSG2rGTcoZVJjh,9477437113,317615330
tp7ApRACdm5z84joGaFWCzvqtaALQi4DZfx4AM6oTbm,9465202349,317205309
CYVH1TNXRUNRktDcH9Cy1SA5YQzBGCrR7yXHrNFuW2PK,9415112049,315526643
F59gsZdjNLqRx5EeNyeTzdtoEi5DoLH8o6BQ1uwwvAD7,9390293141,314694893
2vVWHUbzkLbmVxNxFMJhbCzpcFi81CjbE34JUZ5GQDZD,9152011936,306709425
67SUaQxae5dr8nnqqV5TL7XRJJMkUGEHVX3rKdowXVPN,8836600925,296139123
EEFd4TgXNtXK7BJJTk5FWyygq5Q2oAoZFxDJEoshHXo6,8670056647,290557760
36mNEe8fqTWRuomHwa2AsXQNFNKjpFjpUJLDXjPcYkQh,8658549549,290172126
2XJGsGq9Ky17WobWLEMhcMtLkZ2gVAubaMt5nw249htP,8466600870,283739390
7qj9Rr42UTvuZsSgw3HiLXz3Vj18Q3TwxwYRwzrkH7UF,8434847057,282675232
GhBE3KwmNbCcYb6d3ShkJw1ooFunhKJaH4LAWYaByLTH,8311489763,278541185
48eawEMjqKXd2wKyNCfDTS2cDPEcp5DBSPpnWhCMih7N,8235645200,275999422
CRdPPeR3B1ak6YDMFFRbM247zwji7Ux8ggAgprhwV4U5,8221657184,275530645
9zzYMpc6syo4E4JE9KCR4nw6rVetDQhTc1NhksQ3bfJx,8185945950,274333862
4qs93Ub2d5CadvNBc3PsUMu1BWyXW8A4rNRA1BxncyAh,8154983695,273296230
A16MJhW2MnQYj27QbSoz8wq6n4oMj3PC7PcHYbNNz5Fy,8148344037,273073717
Fgy5syGF2A9YNnrr8tEkY6exRqDFn9vnfKwuFpu6Hg2y,8084296065,270927291
DGHUkX4ZX24QtzbmZCMjekJ4sVSczhsjqWCCML5Mp8a9,8027581571,269026630
5H5CWoVCQhtgCme1pbXE61e4Ym7JAoqiJdYHHJGzUsMz,7845565627,262926769
79Sx7FVA1hJ2rddrxuJhWGWCaQ6s1GJnvQD8BA65GPtr,7828843658,262366369
BFNxw6Bm5Fsb86deKngqPeFMkB5Y1KGbZqbWtzKjDnxu,7825925507,262268573
HFqp6ErWHY6Uzhj8rFyjYuDya2mXUpYEk8VW75K9PSiY,7746487200,259606374
5rqLiLh66FpUYx2woropFeSxqrjXFsiVAS1dG9yYD7f9,7740485819,259405251
HopzZAdgjkRF8Kxf2JWBxodo6gKwUGB3JVGNWBLKqxWL,7691804109,257773792
4Z7Q6AoQtA5v9QZ2EobUduPCCqQGjSt82jm17ovy51Bw,7563293391,253467039
6zPsT1XyjbLvqueT2XWbzP78jkJb2dhtbYNHXCS7f2MR,7350661204,246341142
2EHFHb8FdJwou6rqhpE2wTcfTvSvDTvmje84pYi1Wm6T,7316590499,245199338
BEjToiAbxpv4JHAofGiQB93BhTd4MfsCuVV97MPUMVZe,7291967083,244374139
Gy8CQcU8QUNeJbFEeNCeeP2KyPsd4k6KQwC5D4SLmaWi,7066084878,236804196
UdqP2YRej1u5Vs81xHkF6333nWphrRKPoLMHDeM2T22,7043908897,236061017
4DHyBWrNh9CsJLe27qkGrfWBRCzpKKqSo2dmmRRpRFmj,6993753690,234380177
iCff1zy9RwFL2pvugvsiRjDySCpnShzRTb179GCEK53,6899560514,231223501
9eLBxiNSP8ofUTf5Xp1CgE49X2BUYGUBgKoUD9aUzeNt,6553826170,219636979
2oSz3N69pETzrvUihsNDKs5XG6Ki2G4DHhZWvBC8FFzP,6532277336,218914818
A8caEJab2UFoHQyt76ZYXeBqK9FjXfssHSJTuyyN5sCA,6338570937,212423177
HEhjmSaY3B5dzsYNf72EmEjsddk9xtYNQePsgPa15c4A,6233518609,208902580
AXVmTrMFPMfVP3PpnbCUf8gyNtaVtK2rQsfsP1foR2w5,6160085610,206441636
13G3iHZ4v4dGUxmFKHLTXxw5XSAt24orRvMRMStf2ojP,6033180707,202188699
HD9R55PNgndm215utDZBfcraowhHwmBPjNpQezcEwod3,6016542041,201631091
HeKfnRgLEYx535i5Kicwdz7B92ig3nPhjYbTVnfCRtGj,5881755364,197114014
2drx81917HuzxhKTpGycXhpPsoMFzDbmdXN1bRVHndmf,5877978797,196987450
GVRGBqRphZBCTb9xY9crnZriLtmoJGtdDtQUNMo8xRob,5856199232,196257557
7Wp1RdyYXp5dHQDv95nBWSECD5hgdV9AahdvF3Rhu4nn,5809290059,194685499
9ueNQq1pGkR5z4xP1pF1ULaXfEWLVjBoSHGUX1p93DFt,5768729324,193326196
2bT3ewitMCVXVWWwcXHm9E1TVNhkMcrFdxapnzhoeTi2,5735611901,192216339
KrprSLz7EaWp5pJEY8vceKgP9h4gcnXgDJbCvTNu7He,5610215052,188013941
7XvfJz26Qqwtvr8RchBwnXnKKeF3SBKjaDxD81N22tWj,5604890909,187835514
BaLnBBwbjWUJsmsjoe7b7FY7ctGujthyFxerjVGrbNV9,5562758654,186423545
4mU1QzqAnVsKBKvz2rgab4jAHEVHVzWgkWkAERHznQta,5459765928,182971972
E1eXHGx3t2xm7cq2dAv57EPJzrQMzLjSKDpTAfAwSQtk,5450167111,182650289
4nB2z4YqYx3hVRJzAvVjYo8hmFS1WW6bgaQvyGWZeqCW,5355781354,179487159
ChonrpHoweqWk2R64AHhvSqPjFwWgmpfmahmHLeQAMur,5326585176,178508713
BiiGkXsyk8qCGvxmGsmi5KpXWU4V7DyW7FLPM7koPSiL,5247991177,175874810
Pf2bA35qbRxyfrUqD3uoWM2oM1tejaAbaGFBGCwvBzt,5246484448,175824315
8dAGdgrv9dbjETqkLjX7WZyhTQKspz3VcnYwAWoDCFj2,5194919990,174096246
BUBg8PqzHkjSZvzQZk8je2AGBdkXzSCmEFcgJ8U5U8qz,5141005067,172289407
6KX9CQDUk2DyFDk7BvGSKStjuhNbFxRQ3hZbHLzEAVxJ,5118492765,171534957
DKpAmRHTBTGbQd3Ba3qJYTGB5oFVyTeTwuSxbyMDvVHH,5074462325,170059374
3LoAYHuSd7Gh8d7RTFnhvYtiTiefdZ5ByamU42vkzd76,4916424521,164763087
9UsMs4ebn8FNDo7EmpoQdR9MeT5rXPGEhAtvdZyqmdN9,4912199591,164621498
sp32cJPC39N5JKJpZER6ozLNusY7b4SDW8xBzwnxUZy,4880888685,163572182
AMKs2N6iRDce2YMftza6RtCbvNJokkd3cGJDAnMQRod9,4876187534,163414633
86zkDN3bdSpwUXuY9yuQAc2dQVyoJ9fftAPEjZUyW3p3,4824563494,161684568
AkTgH1uW6J6j6QHmFNGzZuZwwXaHQsPCpHUriED28tRj,4774835246,160018036
4HWRthNz664hQn1cd6tr3hGLyEzhnvLbqbuuNxeRFUf1,4772869705,159952165
AVckEuKRtgCkqs3cx8vzkcGQ17dcc8Bfc1hq2CDpWMPa,4741510440,158901229
4w27Gsw434x4WLf6J8nCX7yA7v6Zuh8kkt8bQeyZxNeY,4713507218,157962763
EEiVZZP3uQaKR9LcH4Rorx8o44yZ1fidDXKC3qnwUKDv,4687877685,157103845
9ALBSYtcxanA5D7CGuQ6VqjDDEeVu9ME6DyJGbqTbjrT,4676249012,156714136
G5BXRTaHo5kXB1mrcjPq3h8jN4gRhavk4muZFUJhERU1,4638144266,155437140
5o56WMDzGVJ8gaerqM6RoEAPi95agGdu6SqoSbHFw8Fs,4624441274,154977915
7iWnBRRhBCiNXXPhqiGzvvBkKrvFSWqqmxRyu9VyYBxE,4559694079,152808056
2DFwovQYLXocEi8uwvq86AZ7j8FJ6H3kZsZBGTFcDo79,4461618862,149521282
BrawzCH5Vk112TFhX2D1PRhTvpF5wieoCR7bhC3WdKE5,4423756892,148252422
2n1heSDDv3zhYMfamoooQpAvNhWeKXj1zKAbFH2rRMAP,4400735495,147480910
317eczCRjWeCDT2F2DE13SE7UzVsTQks1igysxq7ivhm,4315316667,144618287
4dX1RhsoJ6LUYc4CgyCb8yPZyiUejvn8tWhvpc5L3vd6,4288597694,143722860
EjgAe5MYomrg8H362q4Pno6FYzGZ6RqHRGQfyHfjjqEE,4263014165,142865485
9vTmS1cpjSEwXjNzdX8B1BhmJdyeApMFLKvn2mEu1PPA,4214726764,141247239
4yFyfmcsFJYgy6Dfq1K5FmeRTh2fvo1kcNwaUcef7xkm,4193172341,140524891
88JWUJHvWfe7EyBVZVQ3b3eTu6roiXUWEK7eQHKpSjj5,4177259371,139991603
2i5qYTEPemEdc3DmbUYPcqDr6Wbvbg6J7KciHjZAiP6Z,4085370509,136912151
CqySVUqsXFB9CDxgBkivw2mgFP9PBzgnCjsMBtDZNHsk,4052021633,135794537
Fww1mjvhXyegHXKNJqfVHCVRtUnCppdXyzLq5KE1Tv7L,3977287542,133289989
HU23r7UoZbqTUuh3vA7emAGztFtqwTeVips789vqxxBw,3911893314,131098447
ERXVNUoKq2Z7kDAjA4mn6Nu4iBQRiE2uc8Jr7NvmhDBf,3853619060,129145514
FfWQ2PcGJChHgUiCjstrq7QM5ES535DoDD36Tj5Vbsc4,3799939867,127346575
7k5Z7jdEwX8vPZ9jysAK1sFw6NwJyA172zu1sGaE4d6j,3772547457,126428579
kXKijRYkbLEM7DS5QuYnTV7Z6HpNw5UNe2s2LXP82NJ,3733689411,125126337
5eDxo8zZvuhScTuPU3jKSUp2RD8ZWHsQxdmFRfW9H4Mx,3608709532,120937913
Ci17UTrommZmiziWecYetCZgqto9HWzQNrzZo7TNJL33,3602609792,120733494
6qRXP1DBH5deYDNfitjzzVJxWDrFiKd3zBvvvYnaN1A3,3557071564,119207381
46ph12gTKYKan7hsqZbeA8TMQUUNAtCBx84jWF1dykfD,3508199070,117569527
3WZk9uX5tZKdQPE4TyyVMPiyhtg9ZK5G7952e5wWi69n,3446060855,115487103
76wwtCz6uUE9fyZheFzmw6nMbgcUNvNrd9qrT4FRiyqD,3413090239,114382165
53bpSNSX8rs1c2ohHYcBr889899SBVHL7auuBsh4aaJK,3399606870,113930300
GP8StUXNYSZjPikyRsvkTbvRV1GBxMErb59cpeCJnDf1,3382365468,113352493
Ag7KqSRwngtBkPkF8GQW2VEMkEiRukaqcdQJA2NdGir2,3345660548,112122409
Bdpk4wqbDb6D4SaQmSTDXvKFfWm8yYbtLKAmprHAGmBN,3290409424,110270789
two27ajsnwDkmaNGBuRgCRkwgVJXcRxroUiVDwY2Zpz,3286752011,110148219
7sLJVro2XG23YWSffK7jwusETijqyxPU5i2pr8TyDiwK,3251518399,108967443
G2WGL4RarwZjgbgkQeRRhihaxyQLDQJUb3AwKB98fssS,3233348199,108358509
7Qgubd4TzxEwp1NjhK3M95xxuXAGMpBvG3HcfevTu3W4,3142185376,105303388
DSN3j1ykL3obAVNv7ZX49VsFCPe4LqzxHnmtLiPwY6xg,3083872094,103349148
5XEteAs1H4cXQZVfTcB5VJKtPDmuXifWzqtDHbLkt8uX,3061163988,102588136
D1W9ggPGynRjtZLrVh53v1QwVVKc3Hpyzk4F3qYoGB4R,3000000000,100538360
5ZqV5P8SPgC67cPnMy9zMkoQTppWPcuSLxRc6eucBTZe,2955727825,99054676
n8kh43vFe6fVJKW1YrYJwdvqRZZfeXizbLoWD4SxBp5,2953515384,98980531
DC8syXimPoCpxkvYocg81fTxfBT8utgJDGPUnsKTHUEp,2928965707,98157803
4RGPEdu9fTMobfcCKtJH82RMNgZgpfXyXw6w5t31QHtb,2852122413,95582570
Gzm9sVa1bKeLfa3Qz8E1GXS8TeakPRT37nL8w9pSqQvd,2814245141,94313197
3Mu1BaKqxWX2ZNCsac8MEuw8Kf9XRKk6t5kFUiov2SvD,2788217164,93440927
96dwKkwEdtXReqrdUEtfC6XuqBcYg1u6aU1niWFifgGv,2642792074,88567327
F1VJBydhkfivbwzWSrGaMruQqgzbe6NEx4rhwE7V4ReN,2547745198,85382041
C2jQK5E5j3AQ9YJyeeVKcNUFaEJcDH2uXWNj7nqKUxc8,2406230173,80639479
E94HwRezkV1Uq5UdSsshkZqgFnteWJgvejfd3GAEVcRF,2322874403,77845994
BjRStu9Ste2NexLxTx5tpxsQ34kwCm8oca3x4zPkhyHx,2302799429,77173226
FKb9Liv5mxYSXGckWmRkn48dVWopo3DK2XwB8kXW488r,2263747147,75864475
77ULu8tUn3S6syu8o93m14txtsVVQVX67rAgH66hYWvz,2253193606,75510797
5eVA3GWSwBW8UtR9durUmUggc9NqwfiEGpwqwJw2kFmT,2221546467,74450213
34FKjAdVcTax2DHqV2XnbXa9J3zmyKcFuFKWbcmgxjgm,2130090763,71385277
5vwQiye6NZuXzpRkk4AcfvjnUFd9gGBRHsHxLKujfPqu,2123239859,71155684
6wsUENVqdsuZRRJ8D1BGeK8wrraFKyBerNXA9uFPVqnz,2089377107,70020849
GUN1LFMFY59svNVT1BtsBKMrLmaaSwKHbEUbySGjcPVD,2023266049,67805283
8B9PNxia5rY369Q3twkieJSVEKko9kh9LBsCxJ7LDx1M,2003553131,67144649
2Z8M2RuGzx7MKCHCew1dAUrC56DdqVSNjdYipWyuwvH1,1994163653,66829981
EjYKGzymMauCs2rLbsEepecX5bX3u52b6Runu54RGL31,1929847250,64674559
J4vbLrvdKqXE4QNnPSM6WkyqkYsVxhsm3xKShU7YkkLk,1913002599,64110048
DHD8Hh1VdoR696Xhce6E9ayHFGiEw8wyrSkg4qvDBjYC,1908443498,63957260
51T7CVGG8TA7rt1isjn3hLVQfjCWi5EHNSN3aWy8aqKq,1828633931,61282619
8ZQZHAS7zKMnSidsWzFSpt7VJPC1EZnNsKTgKRLkiX6o,1809541782,60642788
5akb5svD6CKnuLvgfnHfB3ARE7672qdVxvdX4mWQBEYt,1793483345,60104625
BJrajezAJG8AGGvAk5JRpBbk88vqLhvCiAaAUFjuUeoH,1793193738,60094919
HbmRciFmZFRx7vydRpG7zSVy45Tdszze2MFQeMfC8evG,1757677475,58904670
Du8XXqewa3STXdDNvnVpv3f6Q5pNyNX8t2oh31iCvXBk,1751195714,58687448
Ft5KWLFsV4yJFxhoYyeTokcQ78joGyJXUX6qH3xLCmyW,1747740768,58571663
6Cib2mzhusJESyfvik2qxob2HAGkqjTh7sA6gcyjh1nZ,1724413815,57789912
CQdPH7dU3Y3vsHDazFcDkuVNbZ91iWRC2Hj326bSzSuM,1717064068,57543602
BshRE8LUaUXZoprRAcidd4efxkSL52dxii63bgkRsmUr,1700612186,56992253
CYeRQkB8WBW76xxJ9c3FRWEYpW2ifa3Q3CkvtZapW8p3,1659513010,55614905
DfeR7vWewgQEozA9JLgY1HjkPbVfzRMN45UhdpyQPbQv,1654346343,55441756
H3qiXE3qXy12kWP71zWuruf4J5n4EEauz9fD5RWMr9dP,1607613523,53875609
8ZcXZofQzkEpvWknyGqMegysRS5z7L1wjw5LBAd1vSoi,1588062777,53220409
FMVHP1xw6ZHB9zLGyrJeeAvEzCBgouH8bPzdkYqq2C5W,1586947216,53183023
GCr4BVBbVkNPe5mmxQU4gTSMhrzFvCp2M7vk77d5sZfU,1551718053,52002396
ADJKeqABEk8fDzaXbNQBffv8BsHiYsUGQAYF5VAbPwS5,1481521082,49649900
DgrKvtPjygfLUUArFq2D2QiEHRzwCYLxtYUUEmgcBio3,1476230301,49472591
4giJwUb5hn55AnNJnt698LNY5Vtjtq2EQYyvPNfqXzoF,1449510457,48577135
DupmKrv2dcCjh4YRbcFZwq2KjuaMMmm3FGux2affuacf,1413885959,47383258
FzFqc5xx4TiHETMEJdrUiKavqdauQ17stRKQLESGYu7t,1370548858,45930911
BsR4awAij9UUQDwhZitUAhoSXoZ5siSqqWFk2MnQwJ7r,1294810248,43392699
4Kaw976Tno6g5UtiEL8rbGtUg6tN8gXdQrfKcB98kVEp,1275367090,42741105
FF6UQYM56vbwk1kSQRmZCMWzU9r11pn9eNWSjviMiFzD,1254804457,42051994
4iZ2v3rJnF8pp4TybqXBCBqYYQmKXn94V8hMYviekUfY,1246013184,41757374
AtdXBwASzEp1SZZYWvq5urcRVsYRaaPcJj6GM9qeVMQ1,1239896083,41552373
3SD2pHV9bKbrv3yV5wHTzF1av6Ah1SJQyhoPin1UPeS9,1210655780,40572449
5SaeHSZafPU6XpsPnqnnUAa9St8Peujxr2AabktZhqHD,1192638613,39968643
CYfVvQy9LwXyByFpQkoJMFvrd7BiVKyc73vSHZGELmh9,1160868103,38903925
qJ6gw4awd1Rz4TwBqxjrhduXA6FFSycwmPGEqtU4KS4,1132099178,37939798
Gct5o7C5FowdjB2SvQGtJBzFmkV1gik42NYoQyfk9zKn,1127953035,37800849
CgVJsSnTkfmtbS7Pnuk2duc5hdpKWKA5VskteY1Q1Eco,1118279290,37476655
F6rZZXY9SkMuPU7vukVagZrkyVS4jcV4Se2wYk5g3Xuo,1117553349,37452327
EimV7BDCgrugfByqYmcvjvPXDktFYLj9UeedhzCevrS1,1102397587,36944415
9bZ4f6ud1w6eVxay3jRC3G2kxmt5ysMLMiBBS4hDeUg7,1082152105,36265932
9ViMZZ86FTFCRv99u7bpviEzu4dWwAgSc9MstKozyVS4,1080711203,36217644
3j54tsTxm3HNp7wanqDoYRMm5B15WsE8ypt9NqQVCGUm,1040335327,34864536
5rnVCC9fuCJ8pqo4BDPqxCnf2c7bCtgCgRpxa7AA17Cc,1016960202,34081170
2T1mk8XaF4cAK59Ws1PeBt57NRFP1iLpqrCyBmgaTSjD,1005179885,33686379
4qwfk5LRsLZM2fYTGWYjZGsunM7Ne61xRSybRsuCH6yr,988021949,33111369
399uGzurPBonvSKwL9BCapAWZ8HysRg8N4KfertQXXvV,964407506,32319983
By3nCbwnpu2YdMRcRcSH6vejnT55s6YkbpWx9D6oRBhg,918852776,30793317
6n3CFZ2EEhcWxrMSKMMgaHhmPqKp2M2YcM1wH9cfu3cK,911245939,30538390
CG4pL3wYSk34JL1ChwMQcC2tBpgbJjh7vbEtrV8fwpmP,902317563,30239176
84d2LjgiWcrg21KahaCfhKwLRpYfuDX8UAVPFFY6ELPi,899807824,30155067
ttC6HNFL7Hjwm1ujpwKozigjn77kCwaV7SSGPa1NZ7L,876910252,29387706
HDiEck7xhfjrLQjyQBmeUkVUibQaSBGAsLzoAJYz2qg3,854530400,28637695
9CT9bmdDHaxVPiyYvpPfCiH9RGp87TGZBRs2oTMh5UP7,846064578,28353981
M7vEc971siXRPy3r44Bgkgv3WdP1NwK2kggMmAxjZbj,819000000,27446972
69yhtoJR4JYPPABZcSNkzuqbaFbwHsCkja1sP1Q2aVT5,804030157,26945291
78bbt9w1QZdxq6uwRv2mgbNDi3t2rGyJoXQchZio8DYx,740371308,24811905
6BUBvB8rAWqs5x41a1cWQ1UsSaDMiQZivNCNYtkf3WcF,737418086,24712935
Gbn3FFdyjZA26Dre87LKkGvQ3SwiWLJFnyVZyMWTHNaB,730772637,24490227
2rbMgYvzAb3xDk6vXrzKkY3VwsmyDZsJTkvB3JJYsRzA,704864973,23621989
ksu5Kp6wL3HKqdw1VvAoM51LRiZYhcwVkqFxjJjToqH,700975765,23491651
12Bm6Xe6siFCL6YSjarTR8RvjdcWyoj5nGbjjwGYVAwE,690470688,23139597
F6LxwCfg227cmg2zYvxRZ92kBjfUiHXcnnZtYHwiytdj,681893816,22852162
DTGVktvbS4Gv5UrA14CMJzbNCzgQcLW3cuh2RXtS51gr,643654523,21570656
FsiiUJNXms8THAiKJxJoWNnhCJmyg3zPhM6AiDQjhRVD,610575378,20462082
BM7PTidGbtZBfgYkne2PCWXK3nWrMbvjogH5uRZMEJ5N,605999284,20308724
EZQLsxjG3VuynY9hzk5Atr47V9CkkfQCpZjgtqNqiMai,597097870,20010413
j1opmdubY84LUeidrPCsSGskTCYmeJVzds1UWm6nngb,572544565,19187564
Fk6kRNYCDzJ4M6Xy2PVdh2ba4czRzqvq61cRRpkSx2yh,572459066,19184698
4xUBxe3p94pkHXbZfj5MqBAWtaXDbK6qB2wy6GKJ6WGs,571225596,19143361
FUJHZUjAkDjrmWfPasMTHQZAGo3TG5EyT1U9wryKb9Vz,568257568,19043894
8udttWucFknXEUhXoBcQruFUmJUDNgzVsFjqK7EPYSQ7,559200545,18740368
2ymuv2fQoiayLyjeDozpEaKM4QhgGucLLNwyGbMLhNPR,539069399,18065717
Ab8iRVirvgpCNm5KS5XCSTaKr9NfVr9XUKSDTU4Kz8eW,528638109,17716136
HMunZUJ2iYaPZF4H3vEB5e2AePy25t3s55Bh5ttm19S1,523681174,17550015
BGrdEUwvYudqjL6HLGkEEzogM877gZmiD1Xsu5uQD2bh,511542145,17143202
BwbTBvUwrWvHRMeBK3u53jPhBPMwF7pNp8MSh22eLFeE,498181151,16695438
9YgrFW6Q4dmVfTStz6ro4ojrMmsZuzjqf3yJT9tzFm3Q,489920420,16418598
3sbbqYkWCJCDnqJfxrZXoCFgqNm5UXzQdmatgzzy6BRn,473269818,15860590
CWGQPqtYdECUH7Hip8nvwex5ps3abrQt8q1Nj6M5piY2,442105154,14816175
7BcfsmuJBn6qrRdauiuweBCr1N5weh5kgdzzru4repEH,435305447,14588298
93PSyNrS7zBhrXaHHfU1ZtfegcKq5SaCYc35ZwPVrK3K,431536645,14461995
G551RmdiSRRoYaLdHy8Y8saTqHQN9gmKvc72hKVv4Q7U,374899426,12563924
F5ZB2cKNZeuiFeCWntTxQyPLv1gPeXXfrJwFu6Yeu4V4,333413560,11173617
7fbrW6eiGKYz6j8zrEBkFKh7U6peURLvbKN96YzS42Ki,323974602,10857291
FGbHvWw3qC4Gk69x8c8M2rdaPAyu7jC519jEXkrWGmMT,314500985,10539804
2m8VwZvXocubLQxDUwFMKWXKLJYVuuJ2emtVWoWcEV4W,300000007,10053836
J8qxnGoY3xDZAh8vZwotkeEUsUbKmFPhNzyQC572hRJ3,254014029,8512718
ChbKTey9JLC6mHVFpMz52Fu3u1p1Hd1UyZXAcAXvADU9,235226791,7883105
9KeNVSjniC7t6SrbEHxR7vWjAXYzu8nMMwfR2BR9z4rE,224600024,7526972
EhTyPw88ZPTt5wcXnC9BunT2xrVKBbREL88dCjAUPrck,217526941,7289934
6R7iQP7mLhGELbvFL5saEpRRk7zyavunBWJoEMuzbx69,211975193,7103879
3J7pN3GWRbQSDHPwzxkNq5EViRtiiV4XoQck3ADBwqot,207505344,6954082
4r3RLrWXScKq4gtCGWhKnAWZxN2Y67Dhm44vcDGCWNZD,206502264,6920466
CdoHpYWdGo3m3G125mheZgBmz85ozFs8nXRktG8i7hT1,203571556,6822250
BPUMxjnHfNFND4WTBXZTm63KNKW9bGNzvcJcgoJFXnAw,186037812,6234645
58WjZDhHK1A213eLbLSuKjp7LVJQsS9HyoLHJkYp2Dav,175643927,5886317
w8rKB7qTHZcSBJ4DV5PjvTu5VofDvUopjb6XrLJyUvp,158289044,5304707
Cz5fgsT9TorJHEbAq3YHq81cmX2w5bZPWRn9U7bCCipU,157309741,5271887
CYgr7drUMkPDubCCbYwgRFHa24uMKUasLoe5BMnh7cJL,146146338,4897771
4gbNcaAeNeusA41SixpWQ3rgzptDx7ahLEmqqBKGsmRn,136754199,4583014
5A71BApa7vq3T6GSDdub9njNnp8ffys1s8RNDEKW4oHH,136400765,4571169
58WErmzYWWkurKLHuf38N3rBfymaxh14GW1UppY7Qfme,136029631,4558732
D2W4ZFAnCBNGyzqHbwFhn9a1yoBf5dpARb2WYZyREzrL,131326040,4401101
Gn7miZJz35S4Jm7tFPubPYkyEqBS8NUzUFCNG7Ezs73s,115935280,3885314
5x5XhfFW18Xm61JuRrtqD2VrQToNBDshD3hTNmqy71PW,112817963,3780844
8wN63PcrBJJvqBwPTdQXn6jb1frKoaEzXhTo1QqaANo,110707292,3710109
CJgZfoDbj9vJqodKSLvecRHwxF6iLebcT3P7BquePTvY,109757592,3678282
2HufmKv6xpdiY9iQrhcEzK4hQQSyoYdqgaoVpkpZ3ubF,106506338,3569324
CLM6E4zpTviEC77nWKogpVLQoXx9tgoQCYJ8NibxKg1Q,100000000,3351278
GV6UUmNxz2RpKxmNAPadYKb7uQpszwqQAu3qLJxVdC52,100000000,3351278
BWLAtLcUs6umkHJ7UAjihU6A7pkRXCLDbJsovctVJSkM,97555486,3269356
J77Uk4RucQHcaoRnEMPCDDtgUH7ioRELgS76NooLqqrG,96379073,3229931
E5VMbmfvVes9pK7ffwArR4A1vNkdCz5TBjUrLEns1Sm3,95838279,3211807
82GRgyFvGdQf7rCmoMhS9ubkGMdFHQyy3BTPCiedkUpN,95486199,3200008
HvJ35ntvoxmkEpzu7mWf6k1UpDDkp3LXM5WJWSBbmgCe,93341511,3128134
HC2oZi9kWnWMoVxwwHTcAoNai6exc8Zqc41Zj6CW6yVq,92852760,3111754
6PvbVVkAkNDEcfKGVuqEaYCNXuTGmhKaY8V1MeJ4fspF,92294488,3093045
7LBFvBxRHGcX8X4jD8UmPrghyyakgzeyT2X4ensCFBhn,91686856,3072682
5my8r2NtiWoUjQM3BfYJjgxa5esZFPfLjUWymSN3BenZ,90915087,3046817
4bfHUS4XTcFwUEFJz1nbQtZtYeJKYy6THwecXceZVHuX,88856678,2977834
Hytm31HfGZMenyhYADARDwuDuwbmPAY52HZxHSebRi9e,88013434,2949575
BZQ8seJqopaajSMn84XdMgctDxwnjAXZkJ7DE78EzG28,86199304,2888778
Dk6zYHDeLnEC1xR4DF3i5VSQn6AUNKwJhQsAbip1tbUf,84928867,2846203
EunY9sZXLz5PGb5kPh5XbEAb58dhi8nxXvq9rweuFkiR,84679486,2837845
7A25BCi5ZFNH2whBSgEpKSZm1WXsnZggLENS5GiNNKhj,77967436,2612906
